epoch,test_acc,train_acc,test_clik,train_clik
1,0.865625,0.8586824024822696,-0.054724324,-0.056489617
2,0.88896484375,0.883305629432624,-0.043051623,-0.044760156
3,0.89775390625,0.8953900709219857,-0.037944235,-0.03976821
4,0.91103515625,0.9078235815602836,-0.032948665,-0.03430985
5,0.918359375,0.9159906914893617,-0.030765334,-0.031944774
6,0.92109375,0.9201573581560283,-0.029459255,-0.030509828
7,0.92919921875,0.9295933067375887,-0.027154058,-0.028018806
8,0.93564453125,0.9347905585106383,-0.025188396,-0.025874183
9,0.93427734375,0.9359596631205674,-0.024049524,-0.024661127
10,0.93369140625,0.9362089982269504,-0.02439846,-0.024788355
11,0.94462890625,0.9445367907801419,-0.021903845,-0.022378208
12,0.94404296875,0.9452238475177305,-0.021724887,-0.022153154
13,0.9474609375,0.9474124556737589,-0.020568075,-0.020982321
14,0.94921875,0.9509363918439717,-0.019937048,-0.020195967
15,0.9470703125,0.9498393173758866,-0.020008111,-0.02011281
16,0.95078125,0.9531582446808511,-0.019062234,-0.019192068
17,0.95126953125,0.9544049202127659,-0.019125896,-0.019225229
18,0.95361328125,0.9564162234042554,-0.01839019,-0.01833058
19,0.95517578125,0.9574966755319149,-0.017885176,-0.017738074
20,0.95458984375,0.957529920212766,-0.01776264,-0.017638119
21,0.95634765625,0.9597739361702128,-0.016660172,-0.016516458
22,0.95615234375,0.958876329787234,-0.016760668,-0.016531149
23,0.95634765625,0.9596575797872341,-0.016716339,-0.016313432
24,0.955859375,0.9601396276595745,-0.01634562,-0.016060159
25,0.95537109375,0.9603889627659574,-0.015989335,-0.015550356
26,0.95791015625,0.9616023936170213,-0.015697977,-0.015321311
27,0.9583984375,0.9615857712765957,-0.016017877,-0.01557257
28,0.96044921875,0.9630485372340426,-0.015076301,-0.014660544
29,0.9599609375,0.962782579787234,-0.015051068,-0.014526348
30,0.95830078125,0.9624335106382979,-0.0149617875,-0.014347381
31,0.961328125,0.9646609042553191,-0.014395419,-0.013855022
32,0.9615234375,0.9650764627659575,-0.0141172875,-0.013545073
33,0.96005859375,0.9657746010638298,-0.014417759,-0.013709868
34,0.962109375,0.9657746010638298,-0.0135518825,-0.012822045
35,0.9595703125,0.9653091755319149,-0.013983697,-0.013216045
36,0.9615234375,0.9662732712765958,-0.013635088,-0.012791324
37,0.96162109375,0.9662234042553192,-0.0136423465,-0.012788872
38,0.96376953125,0.9680352393617021,-0.013781708,-0.012863912
39,0.96396484375,0.9681183510638298,-0.013433577,-0.012477231
40,0.964453125,0.9691821808510638,-0.013027593,-0.012031097
41,0.96357421875,0.967935505319149,-0.013055142,-0.0121232085
42,0.9658203125,0.9689494680851064,-0.012399841,-0.011450208
43,0.9634765625,0.9684175531914894,-0.0125432145,-0.011556738
44,0.96552734375,0.9696476063829788,-0.012362542,-0.011404805
45,0.96416015625,0.9687167553191489,-0.012550924,-0.011576845
46,0.96611328125,0.9704953457446809,-0.012441788,-0.011422716
47,0.96513671875,0.9712101063829788,-0.012029066,-0.010977448
48,0.96513671875,0.969498005319149,-0.012336918,-0.011167089
49,0.9658203125,0.9701795212765958,-0.012394332,-0.011309827
50,0.96630859375,0.9709109042553191,-0.012229657,-0.011087477
51,0.96376953125,0.9705119680851064,-0.012331485,-0.011079313
52,0.9669921875,0.9725398936170213,-0.011690601,-0.010456268
53,0.965625,0.971625664893617,-0.011952882,-0.010656268
54,0.96630859375,0.9727061170212766,-0.011508705,-0.010212072
55,0.966015625,0.9718583776595745,-0.011627475,-0.010279446
56,0.967578125,0.9714095744680851,-0.011659007,-0.010421705
57,0.967578125,0.9725066489361702,-0.011398584,-0.010090769
58,0.969921875,0.9738364361702128,-0.011094495,-0.009769687
59,0.9658203125,0.9712101063829788,-0.011679727,-0.010349188
60,0.9689453125,0.9735039893617021,-0.011131377,-0.0097980015
61,0.9716796875,0.9749501329787233,-0.011126736,-0.00976485
62,0.96884765625,0.9733211436170213,-0.011369558,-0.009895227
63,0.96640625,0.9721077127659574,-0.011336922,-0.0099020805
64,0.9705078125,0.974434840425532,-0.010860073,-0.009503706
65,0.96904296875,0.9748005319148936,-0.011180626,-0.009683911
66,0.97021484375,0.9752825797872341,-0.010702998,-0.009271484
67,0.9697265625,0.9740359042553192,-0.0112617435,-0.009679581
68,0.9673828125,0.9741855053191489,-0.011143387,-0.009574601
69,0.9673828125,0.9740469858156028,-0.011183053,-0.009530852
70,0.96884765625,0.9738364361702128,-0.011076008,-0.0095064035
71,0.9697265625,0.9744514627659574,-0.010941961,-0.009380823
72,0.971484375,0.9754654255319148,-0.010957457,-0.009368072
73,0.97041015625,0.9755984042553192,-0.010879907,-0.009192662
74,0.969921875,0.9753989361702128,-0.010810482,-0.009135757
75,0.96953125,0.9740525265957447,-0.0109104775,-0.009003156
76,0.9671875,0.9747672872340426,-0.011092456,-0.009146796
77,0.97080078125,0.9754488031914894,-0.010602344,-0.008873698
78,0.9712890625,0.9756150265957447,-0.010626089,-0.008914711
79,0.96689453125,0.974501329787234,-0.010678383,-0.0090018725
80,0.96748046875,0.9739527925531914,-0.010869401,-0.009193324
81,0.96904296875,0.9752160904255319,-0.011077086,-0.00927552
82,0.97158203125,0.9769780585106383,-0.010480325,-0.008743162
83,0.97060546875,0.9766622340425531,-0.010359806,-0.008611933
84,0.9693359375,0.976346409574468,-0.0105566075,-0.008721223
85,0.97138671875,0.9774102393617021,-0.010348904,-0.008551516
86,0.969921875,0.9754654255319148,-0.010765293,-0.00885626
87,0.96953125,0.9755984042553192,-0.010746812,-0.008694172
88,0.970703125,0.9765957446808511,-0.010573939,-0.008579301
89,0.97099609375,0.9766068262411347,-0.010730892,-0.008679141
90,0.9712890625,0.9765237145390071,-0.010385432,-0.008480936
91,0.9716796875,0.9768894060283687,-0.01031276,-0.008355602
92,0.9708984375,0.9766566932624113,-0.010290161,-0.008401931
93,0.969140625,0.9774046985815602,-0.0102238925,-0.008200828
94,0.97216796875,0.978052969858156,-0.010221707,-0.008295496
95,0.9724609375,0.977271719858156,-0.010320292,-0.008338009
96,0.97177734375,0.9778535017730496,-0.010154314,-0.008227317
97,0.9705078125,0.9767065602836879,-0.010277568,-0.008200874
98,0.9712890625,0.9761580230496454,-0.010320963,-0.008365
99,0.97060546875,0.977055629432624,-0.0101834135,-0.008180865
100,0.97255859375,0.9780751329787234,-0.010010312,-0.008111312
